rating,date,reviews,feedback
4,30-Jul-18,It's pretty fun and nice to have a speaker that responds to my questions but doesn't understand my commands some of the time.,1
5,28-May-18,Arrived on time and works amazing!!!,1
5,26-Jul-18,Arrived right on time and works as expected,1
5,30-Jul-18,Love it. Works great making my home a smarthome,1
5,28-Jul-18,Echo Show - White&nbsp;Great new addition to our Alexa home solution and now I can call back home and video chat directly from my phone. Great way to stay in touch with family.,1
3,05-Jun-18,Good sometimes can’t hear well,1
5,30-Jul-18,"It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!",1
5,31-Jul-18,Great product we listen to music all the time,1
5,30-Jul-18,I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...,1
4,30-Jul-18,"It’s still a great product.But the sound quality does seem worse.Don’t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it’s great.With the addition of being able to play Just over Bluetooth with no WiFi, it’s even better.",1
5,30-Jul-18,"Easy to use, all your favorite programs. All inclusive, nothing else to buy.",1
5,29-Jul-18,As you can see Echo Show is in kitchen. It far exceeds my expectation. There’s a wealth of information about any topic. If is customizable for sound and video. I also have Echo and Echo Dot. You can group them and have hole house music. Still not done exploring all it can do love it. Perfect for getting recipes so you can see them while you’re preparing to cook.,1
5,29-Jul-18,"My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home.",1
5,30-Jul-18,I love this its super convenient and makes my life a little easier,1
5,30-Jul-18,"AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.",1
1,30-Jul-18, ,
5,30-Jul-18,"Too soon, I'm still learning what I can do with it.",1
5,11-Jun-18,Good as new!! Just like brand new! Save yourself some money. Get one!,1
5,30-Jul-18,"A great product for the price, works well!!",1
5,30-Jul-18,Great product. Love the larger remote! Great deal!,1
5,30-Jul-18,Best purchase this year.,1
5,30-Jul-18,Fun,1
4,30-Jul-18,I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.,1
5,26-Jul-18,"Great sound quality, works well with smart home devices",1
5,30-Jul-18,Love the dot,1
5,31-Jul-18,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1
5,30-Jul-18,I like it,1
5,30-Jul-18,Works as advertised. Very easy to setup. Still learning what this can do.,1
4,30-Jul-18,We got this mainly for our son who is currently vision impaired ! it has many good things and setup was fairly easy once I did the first one but they should be easier to setup and come loaded with more stuff ! it should do Text messages to friends easier without them having to download something for it to work and it should link with email and also them common social media like facebook and twitter and others !the whole purpose was to get him back connected to the Web by voice so he wouldn't feel left out and isolated ! they should also have a tech support phone number to call or a way to do direct help to the Echo so tech support can help setup the device ! I had to get a friend whos an IT guy to come help me setup,1
5,30-Jul-18,"My 90 year old Mom LOVES that she can watch the 1st Season of Blue Bloods ❤. My one wish is that she could watch CSI:MIAMI...without having to pay for it...😥 The bill for OPTIMUM is already, quite high. Can you help us? We live on Long Island, NY (Suffolk County )",1
4,31-Jul-18,One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,1
5,30-Jul-18,I love the Alexa remote and easy to use.,1
4,01-Jul-18,goes great with our echo,1
1,27-Jul-18,no habla espanol,0
5,29-Jul-18,Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.,1
5,18-Jun-18,Works great as a BT receiver with output connected to vintage stereo equipment.,1
5,30-Jul-18,Great product,1
5,14-Jun-18,"I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.",1
5,30-Jul-18,Set up is so easy.,1
5,30-Jul-18,Ease of usage,1
3,30-Jul-18,"Hard to hear, had to blue tooth it to a better speaker.",1
5,17-May-18,Great price to extend the range and super value to dot offers. Hooked up wireless speaker to use working outside.This dot made outdoor sound range possible without disturbing indoor light control possible,1
5,30-Jul-18,"I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good.",1
3,30-Jul-18, ,1
3,28-Jul-18,"Was working great útil 1 week algo, í have it for a month, but it started flickering,  and in the support forums they say it is a known isue,  but it has more the 4 months reported and There is no solución.",1
5,08-Jul-18,Have now used for several months without problem.,1
5,31-Jul-18,Able to watch all of the shows I love and more.,1
5,30-Jul-18,"We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.",1
5,29-Jul-18,Alexa is amazing! Great speaker.,1
2,26-Jul-18,"Honestly it's no different from the Echo dots I already own,  other then occasionally seeing the lyrics to a song I'm listening too i really don't see the difference.",0
5,11-Jun-18,Worked like new.  Will do it again.,1
5,29-Jul-18,"Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off.",1
2,29-Jul-18,"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.",0
5,30-Jul-18,Great product,1
5,30-Jul-18,"This is my first digital assistant so I'm giving this a good review. Speaker is really good for the cheap price on Prime day. Fun to play with and can be used as an alarm clock (That's what I was going to get in the first place, but I ended up with Echo). If you haven't had a go with one then definitely try it!What I like best is the number of other devices that it can connect with. My purchase came with a Smart Plug for $10 which I connect my lamp to. Alexa, turn of the lights!",1
5,17-Jul-18,"I’ve had this for a little over 3 weeks now and I absolutely love it! It’s so easy to use. I’m basically using it as a smart alarm but it can do way more. The screen quality is great and it looks super cute sitting on my night stand. I don’t know how I lived without it so long. If you can’t decide whether to buy it or not, GO FOR IT! You won’t regret it!!",1
2,30-Jul-18,Sound is terrible if u want good music too get a bose,0
5,19-Jul-18,"I highly recommend the spot! I have it connected to the kasa camera and it is so convenient to just ask spot to, &#34;show me the camera&#34; when someone is at the door. Love it! As soon as amazon has a good sale on these again I will be getting another one! Good job Amazon!",1
5,30-Jul-18,"Love my Echo Show. Alexa is amazing and now on the Show &#34;she&#34; can display lyrics, photos, etc. The speakers are amazing and fills the room. Bought on Prime Day so got a great deal, so worth it.",1
5,30-Jul-18,Amazing so far. Just got it the other day.,1
5,30-Jul-18,"I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially ""CUT THE CABLE CORD"".Love it!",1
5,15-Jul-18,We love it! Bought the light bulbs as well and we use it daily!,1
5,30-Jun-18,Love it even though I’m still trying to figure out all the other things I can do with this item it works great with my phone.,1
5,18-Jul-18,This is a gift.  But I have one and love it.  The words to songs are great and the I live the face I chose for the clock.  This is my favorite echo (unless I am listening to music).,1
5,29-Jul-18,Super fun !! I ty is what I was expecting,1
5,28-Jul-18,Exactly as advertised,1
5,30-Jul-18,Great speaker i n this! I love this so much more than my alexa tap! It’s definitely fast in response and just so much prettier,1
5,18-Jul-18,"I absolutely love this! Very user friendly and I got the Kasa Cam to go with it to monitor my living room. Super easy to set up and operate. I only wish it actually came with the camera privacy cover and pivoting stand which you can buy separately. I’m looking forward to future software updates for different clock faces. I like digital but I miss the colon in between the hours and minutes on most of them. I’d also like to see more celebs jump on board for the alarm voices. I really have no complaints, I’m being nit picky at this point. Worth every penny!",1
5,30-Jul-18,Great product. Very versatile and easy to use,1
1,19-Jul-18,Get rid of the &#34;Thongs To Try&#34; screen!!!!!!!!!! Numb nuts!!!!!,0
5,30-Jul-18,"I'm still learning how to use it, but so far my Echo is great! The sound is actually much better than I was expecting.",1
5,21-Jul-18,Love it just wish I could play my amazon music on both my devices without having to buy an additional subscription,1
5,22-Jul-18,Awesome cute and smart!,1
1,29-Jul-18,This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.,0
5,30-Jul-18,I am thoroughly enjoying my Ecoo!  Love to have it read my audiobook to me while in the office and then I can simply open the audiobook on my kindle to continue it when elsewhere. Wonderful for listening to music when not in the mood for a book. Great for setting reminders for myself too and so much more.,1
5,29-Jul-18,This is my fourth Echo (original and two dots). It's the best.... Decent speaker... Fun graphics...,1
5,30-Jul-18,Works great. Easy set up.,1
4,30-Jul-18,"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?",1
5,30-Jul-18,"I love this thing! The Alexa feature makes it so easy to find what you want no matter which streaming service has it.  No more searching Netflix then Amazon etc to see if either has your show,  Alexa finds it for you!",1
5,28-Jul-18,I’m never disappointed with amazons technology.,1
5,28-Jul-18,Is great having a new friend,1
5,30-Jul-18,Just like the other one,1
5,30-Jul-18,I love this its super convenient and makes my life a little easier,1
4,30-Jul-18,"Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it’s not intrusive to look at.",1
4,30-Jul-18,"I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol",1
5,29-Jul-18,Setup was easy and it is a fantastic alarm clock,1
5,28-Jul-18,"I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie",1
1,12-Jul-18,Item has never worked. Out of box it is broken. Spent several days trying to get it working and running same &#34;fixes&#34; from Amazon. The only thing accomplished is I will never order another refurbished device.,0
3,30-Jul-18,It does not pick up my voice unless I yell most times.,1
5,02-Jul-18,Love it!  Great fun!,1
5,30-Jul-18,Tried to play certain broadway shows like Camelot and it gives ne the group Camelot.,1
5,30-Jul-18,"Fun to use, good sound quality",1
5,29-Jul-18,I like everything about it !!!,1
5,29-Jul-18,Fun tech toy,1
5,30-Jul-18,"It was an excellent purchase. Echo Plus has sound quality, good size, I love it... I it!",1
5,29-Jul-18,great sound,1
5,29-Jul-18,Nice product A+,1
5,17-May-18,Works perfect! There’s no difference at all between this refurb one and my new ones that I have in my house. I’ll be buying the refurbs from here on out,1
4,26-Jul-18,"It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.",1
2,30-Jul-18,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",0
5,30-Jul-18,It's easy to set up and use. There are new features and skills added all the time.,1
4,31-Jul-18,Works as expected,1
5,18-Jun-18,I bought two refurbished ones for work and home. They both work perfectly and appear brand new,1
5,28-Jul-18,Its very nice,1
3,30-Jul-18,Speaker could be better qualty,1
5,30-Jul-18,"Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music.",1
5,30-Jul-18,Love my echo. Love playing music in my room,1
1,30-Jul-18,The volume is very low,0
5,30-Jul-18,Love the Firestick thinking about canceling the satellite,1
4,30-Jul-18,Works great sounds great does not miss a beat wish it had a battery for better portability,1
5,30-Jul-18,Great sound in a small package—easy to set up and use; fun to own.,1
5,28-Jul-18,From such a small speaker it sounds great,1
5,30-Jul-18,"We like it all so far, but have a lot to try out yet.",1
5,30-Jul-18,"I am really enjoying the many different features on my Alexa, especially listening to music and audio books",1
5,29-Jul-18,It's great sound and video quality,1
5,30-Jul-18,Just the perfect cost effective solution.  Thank you Amazon.,1
5,30-Jul-18,I purchased the Fire Stick to be able to watch movies at my convenience. I love that there is such a variety of genres. I also enjoy it gives you the ability to watch TV shows too. It's Awesome!,1
2,30-Jul-18,"I’m very unhappy with this Firestick, every time we change programs or channels within a program there is a very long delay. We have 2 Roku’s That work just fine and are very quick.",0
4,30-Jul-18,"Handy if you don't expect much out of it much ""dumber"" than the assistant in my phone.",1
4,29-Jul-18,"Good quality, great sound quality",1
5,16-Jun-18,This is just like new -- same performance as our brand new one; no problems.,1
2,30-Jul-18,No you tube wouldn't have bought it if I known that,0
5,30-Jul-18,Use it all the time and love it. Very quality product.,1
5,30-Jul-18,"I sent it to my 85 year old Dad, and he talks to it constantly.",1
5,30-Jul-18,Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1
5,29-Jul-18,"I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.",1
5,29-Jul-18,great sound easy set up looks cool,1
5,30-Jul-18,It works great!!,1
5,30-Jul-18,"We really love our Echo Dot, we can get questions answered right away and play any music we can think of.",1
5,29-Jul-18,We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!,1
5,26-Jul-18,"better sound than my echo dot. Simple to set up, less than 5 minutes.",1
5,29-Jul-18,Great product. I have two and may want to buy a third!,1
5,29-Jul-18,See subject line.  Love it,1
1,21-Jun-18,"Two weeks after setting it up it no longer works.  No connection, no light, no sound.  I guess I shouldn't have purchased a refurbished Dot.",0
5,21-Jun-18,It worked like a brandnew unit! Great addition to my collection.,1
5,30-Jul-18,I loved it does exactly what it says,1
5,30-Jul-18,This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,1
5,07-Jul-18,"So far using it for lights and music. Will connect my tv, vacuum and doorbell soon. Love it!!!!",1
1,31-Jul-18,Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,0
5,30-Jul-18,Great product.,1
5,28-Jul-18,Fun,1
5,30-Jul-18,I love it,1
5,26-May-18,Works great,1
5,29-Jul-18,I love this device. Makes life easier the more you figure out it can do.,1
4,30-Jul-18,"My kids love Alexa... Skills are amazing, would like to see her get a little smarter answering basic questions",1
5,30-Jul-18,love it as I do all of my echos,1
2,19-Jul-18,The echo works fine but then you get indundated with &#34;Things to try&#34;. I am not a 10 year old that needs stimulus to tell me to do things. I found there is no way to turn this off except for .... turning off the screen. If I cannot find a suitable fix for this it goes back.,0
3,30-Jul-18,"Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.",1
5,30-Jul-18,"Does what I expected, and more.",1
5,30-Jul-18,Yet another Exho for our home and love them all!!!,1
5,30-Jul-18,Third echo dot purchased. Love the product.,1
4,30-Jul-18,"We are still testing this one out and so far, we like it. I was very hesitant about putting a voice activated device in our home and this would be our first. Unfortunately, it sometimes gets our WiFi light bulbs mixed up and won't turn them on but we've been able to manage and fix it. I mean, it's convenient, especially for those unable to reach to turn off lights or electronics that you could hook up to the Dot. I do like that it plays music and has reminders, alarms, etc - I'm just still getting used to the fact that The Man is always listening now.",1
5,30-Jul-18,Awesome piece of technology that has simplified my life. Great purchase.,1
5,06-Jul-18,I like that it’s voice activated but it don’t link with any other Bluetooth devices only Alexa devices,1
5,30-Jul-18,need a few more,1
5,26-Jul-18,Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.,1
3,29-Jul-18,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",1
4,28-Jul-18,Music mainly but still checking other features,1
5,18-Jul-18,"Given as a gift to my wife, to compliment my echo.  She loves it.",1
5,30-Jul-18,"Easy setup, works flawlessly!",1
5,29-Jul-18, ,1
5,28-Jul-18,Worked as promised.,1
5,31-Jul-18,beyond awesome,1
4,29-Jul-18,"The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me.",1
5,30-Jul-18,Easy to install. Up and running in minutes.,1
5,30-Jul-18,I definitely like this product.  Wanted to be able to watch Netflix on my tv!  Easy to install!,1
4,30-Jul-18,very nice-needs some work,1
5,30-Jul-18,I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.,1
5,30-Jul-18,Perfect,1
5,25-Jul-18,Great product!,1
5,30-Jul-18,Good,1
4,26-Jun-18,Love my two echo dots but the third one we ordered to give as a gift had a defective speaker.  The return process still isn't done and has already taken weeks.,1
5,30-Jul-18,3rd Dot. Love it!,1
4,30-Jul-18,"I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa",1
4,25-Jun-18,Was a little hard to get it to pare up with the others but once it did no problems at all,1
5,30-Jul-18,Easy to set up Ready to use in minutes.,1
5,29-Jul-18,Absolutely love!!,1
5,29-Jul-18,Love this!  Have it in the kitchen and works well!,1
4,28-Jul-18,I love the size of the echo spot. It fits on my nightstand but has all of the capabilities of my echo show. I like going to sleep with the lightening storm. The images along with the sounds are very relaxing. The calling and messaging feature is great. It’s small enough to take with when we travel. I love and own most of the Alexa products. Our whole family uses them.,1
5,27-May-18,Working great and my daughter loves it!,1
5,29-Jul-18,Works absolutely great,1
5,28-Jul-18,We talk to her all the time for songs and just because we can . There aren’t dislikes about this device.,1
5,30-Jul-18,Loved it. No more cable bills for us.  I would advise anyone to get one. 2nd one bought.,1
5,29-Jul-18,Sound quality is great. Still learning about all the different things I can do with it. FUN!!!,1
1,29-Jun-18,"Got this a few months ago with the idea that it will help control my smart bulbs and be useful with answering questions and getting daily weather updates.It’s far from being useful.Half the time when you “wake” the device to ask a question or initiate a command, it doesn’t hear what you say and turns off. Basically ignoring you. Often she is unable to answer basic questions.It’s been so frustrating. Alexa has been more work rather than making my life easier.I would return it but I’m past the return period...... zzzz",0
5,30-Jul-18,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool.  Other than playing music through a sound system, we haven't found much use for them.  We just don't find the voice user interface to be all that efficient.  The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in.  Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings.  We now use these as bedside clocks.",1
5,30-Jul-18,"My Android would not allow Alexa to connect. Fortunately, my sister was here with her Apple cell. After an hour+ tech support fixed the glitches. We are up and running.",1
4,30-Jul-18,Love Alexa. Love the Echo Dot but we have trouble with the speakers when using the intercom.,1
5,21-Jul-18,Easy to install,1
5,16-Jul-18,Works perfect. Save a few bucks and buy the refurbished. Looks brand new.,1
5,30-Jul-18,"Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.",1
5,30-Jul-18,I love it.,1
5,31-Jul-18,Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1
5,30-Jul-18,Amazing device,1
5,30-Jul-18,Easy set up,1
5,30-Jul-18,Fun To interact with,1
3,30-Jul-18,"Still need more AI built into it to interact better. It needs to continue the conversation sometimes if the finding / answer needs to be right. You can't keep stop Alexa and ask again and again. Also, it should be able to access the wikipedia, dictionary in many areas with better and fast access.Needs to hear us better. Also, we should be able to name it on our own instead calling Alexa or Echo. Price can be reduced a bit (value based) and updates should be auto and daily to improve it.  Connectivity to other home equipment can be imrproved as well.Good product with good sound quality, but needs more AI built in.",1
5,31-Jul-18,I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.,1
2,30-Jul-18,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,0
4,30-Jul-18,"Great addition to the Alexa family, just wish it could use the screen more than backgrounds. Don't get me wrong I don't regret buying it especially for the primeday sale of $100 off sale price but for now the skills for the show are lacking.",1
5,29-Jul-18,Love it,1
5,13-Jul-18,Iove it I bought it for my son because he wanted it and it’s awesome,1
5,29-Jul-18,I have not had it very long. It's my first Alexa thing. I sure like what I have done with it so far there is a lot to learn and play with,1
5,30-Jul-18,Everyone should have an Echo or two or three or more. I bought my Echo through QVC.,1
5,30-Jul-18,Very convenient,1
5,30-Jul-18,"I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call.",1
5,29-Jul-18,As described and received on time.  Do not like automatic enrolment into music.,1
5,30-Jul-18,Great for checking in on my son after school when I'm still at work.  Love getting the weather and traffic in the morning so I can plan my route accordingly,1
5,29-Jul-18,We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!,1
5,29-Jul-18,"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",1
5,30-Jul-18,Have had for just one week so far and I can say it is a blast to have.,1
5,30-Jul-18,I love my new Echo Spot!,1
5,30-Jul-18,Love it - am using it strictly for music now and it's great!,1
5,30-Jul-18,"Used to have fun with. Great to play music, turn on lights and who know what else.",1
5,30-Jul-18,"Love it! I personally prefer Spotify music, so it’s great that I was able to set that as default. There’s not a day that goes by without music in our home. Also, the reason we got it is to keep our pup calm when we leave, so we tell Alexa to play some classical music or jazz and it works wonders. He’s a lot more calmer and doesn’t bark when we lock the door and start walking away. It’s a must have!",1
4,29-Jul-18,Great product I just wish it had some sort of equalizer... The bass is a little much,1
5,30-Jul-18,Very pleased,1
2,28-Jul-18,Meh,0
5,30-Jul-18,Nice,1
3,30-Jul-18,It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.,1
5,30-Jul-18,"Too soon, I'm still learning what I can do with it.",1
5,30-Jul-18,Just got my third one. Love them,1
4,27-Jul-18,"Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!",1
5,30-Jul-18,"LOVE, LOVE this new little gadget.  Has  made our lives so much easier.  it's like having our own personal secretary living here in the home.  We hardly need our CD's anymore, since ALEXA plays everything we need.  Going to get the Alexa DOTS soon for more rooms.  Thanks!!",1
2,30-Jul-18,I don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. I shouldn’t have to “wake up” the fire tv to finish watching a show.,0
4,26-Jul-18,"Nice add on to a home.What I don't like are the limitations, for example world soccer. It won't give you much info of sport teams other than American.",1
5,30-Jul-18,It works just like my other Dots.,1
3,29-Jul-18,"Works great as a bedside clock but the microphone for Alexa doesn't work as well as the normal Echo.  Sometimes Alexa doesn't hear me when I try to interrupt her it to give new instructions.  The speaker also isn't as good as the normal Echo.  Screen is small so not really useful for viewing any type of video or for seeing who's at the front door.  But, it's great for the bedside.",1
1,20-Jul-18,"I only purchase the echo plus because it has a built in hub and came with the free philips hue bulb.  When I got everything set up, I realized the echo plus hub won’t allow full functionality of the bulb.  All it does is turn the light on/off and dim.  It will not change colors.  You still have to have a Hue Bridge to have full function of all the features of the bulb.  I wish I’d bought the bulb and bridge separately to use with the echo I already had since the built in hub on this echo will essentially be useless and I’ll have to buy the hue bridge to get the full benefit of the lights.",0
4,30-Jul-18,"Great device, responsive and helpful",1
5,30-Jul-18,"works good, ni issues",1
1,30-Jul-18,This device does not interact with my home filled with Apple devices.  How disappointing!,0
,30-Jul-18,No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .,1
5,29-Jul-18,plays great,1
5,27-Jul-18,"Love my spot, it now acts as my new alarm.",1
5,23-Jul-18,Awesome item that I had to buy two!,1
5,30-Jul-18,I love my fire stick thank you so much,1
5,30-Jul-18,"A great product for the price, works well!!",1
4,01-Jul-18,"This is a great tool (toy?), room-filling music, very convenient to use, just fun to have. Why only 4 stars? Supposed to work with Logitech Harmony remote: nope. Supposed to work with Denon AV receivers: nope. This may not be Amazon't fault, but advertised skills should actually work. We also have the Echo Show, and the Ring skill works correctly with that device when we want to see who is at the front door.",1
5,28-Jul-18,Love it.,1
4,29-Jul-18,"So far it has worked well. Not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it.",1
5,29-Jul-18,I have the echo but got 2 show. 1 for my Daughter. Absolutely love it. Especially for the video chat.,1
5,30-Jul-18,Nice,1
5,31-Jul-18,Works great and it's so easy to use that my 4 year old can navigate it.,1
4,29-Jul-18,Good,1
5,30-Jul-18,I love it. bought one for my daughter and one for myself,1
5,28-Jul-18,Great sound for the size and the prize!! And of course....Alexa!,1
5,30-Jul-18,Is amazing I have all 3 and I love this,1
5,01-Jul-18,"Works perfectly, Alexa turns on and off my lights, my tv, roomba!",1
5,29-Jul-18,Easy set up very user friendly,1
5,30-Jul-18,Works much easier than our 3 year old one. Better internet resemption,1
5,30-Jul-18,A great investment. Alexa has helped me out and made me laugh.,1
1,30-Jul-18,Waste of money over the echo generation 2.  You don’t really get anything more from a video chat on this device then you would on FaceTime or Skype and it does not cycle through your pictures when you put it on slideshow mode it sticks on the first photo and will not leave it no matter what you do I have even looked online to research articles and cannot find a solution.  I have also had problems with this device shutting down and I have not had these problems on any of the other echo devices.  Price difference is just not worth it,0
5,30-Jul-18,Great product. So many features.,1
5,30-Jul-18,The speaker has excellent sound and works perfectly!,1
5,30-Jul-18,"We love our Echo Plus. We like listening to music,the sound is great. All the features are nice! I do wish it was wireless so we could listen to music outside!",1
5,30-Jul-18,"I love the Echo Spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!",1
5,29-Jul-18,We're thoroughly enjoying our Amazon Echo. Installation was easy using the Alexa app. I purchased 2 Kasa smart plugs to control our living room lights. Installation again was easy using the Kasa app. They sinqued right up with the Echo. We're enjoying playing music with the Echo and the sound quality is awesome. We've added a Kasa smart bulb for our kitchen. Setup was seamless. We're looking forward to adding more automation to our home.,1
5,30-Jul-18,"I purchased this for my mother who is having knee problems now, to give her something to do while trying to over come not getting around so fast like she did.She enjoys all the little and big things it can do...Alexa play this song, What time is it and where, and how to cook this and that!",1
1,30-Jul-18,NOT CONNECTED TO MY PHONE PLAYLIST :(,0
5,11-Jul-18,Simple set up.  Music everywhere.,1
5,30-Jul-18,Plenty of options to choose from!,1
4,30-Jul-18,"I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.",1
3,26-Jul-18,It was much smaller than I was expecting for the cost.,1
5,30-Jul-18,"Great item for knowledge, directions, music,laughter and more",1
2,30-Jul-18,"It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals.",0
5,30-Jul-18, ,1
5,30-Jul-18,Perfect!  Fast shipment and packaging.  Worked as intended.,1
